bout_idx,start_frame,end_frame,height_pre_static,speed_pre_static,pre_is_static,height_walk_start,speed_walk_start,height_walk_end,speed_walk_end,height_post_static,speed_post_static,post_is_static,delta_height_start,delta_height_end
1,8693,8988,1.9790581932067868,15.569121600451513,False,1.9864558792114257,17.815019913622752,1.9981046409606935,3.517560641643699,2.024480026245117,2.7395318144905887,True,0.00739768600463897,0.02637538528442329
2,22733,22984,1.827014019012451,23.309219521474585,False,1.9216255950927736,21.85270708223213,1.8863193607330324,15.086923943889898,1.9483319282531735,21.578666587565866,False,0.09461157608032256,0.06201256752014106
3,63233,64081,2.036046054840088,10.780092820444697,False,1.888577739715576,13.726011765582019,1.8430896759033204,16.77321938716773,2.0157372849710877,10.38223601562571,False,-0.14746831512451175,0.17264760906776733
4,86289,86667,1.9136213569641112,25.121615778675455,False,1.9469008293151857,26.77221107569503,1.8750080871582029,21.99316871491121,25.83959921532935,24654.672940833632,False,0.033279472351074535,23.964591128171147
5,93317,93946,1.9476600742340089,12.224553190995906,False,1.9036569747924807,12.198117959813146,1.9111746788024901,26.157259547981795,2.3385096754346577,331.8324453443668,False,-0.04400309944152814,0.42733499663216756
6,139790,140571,2.083676320030576,12.854518133058058,False,1.9397202243804932,16.547882090842855,1.8981749305725097,20.254139218661884,1.996301731109619,5.214594827166804,False,-0.14395609565008272,0.0981268005371092
7,251413,251528,1.9119698600769042,29.85345102491975,False,1.9437755432128907,29.569271637506752,1.9441626129150393,27.85433190997327,1.8272999706268311,16.01659716907395,False,0.03180568313598653,-0.1168626422882082
8,261481,261651,1.9617515602111817,18.568197885888196,False,1.9380416145324704,26.643601989065623,1.9400810832977298,27.858107910527973,1.908383016586304,6.929431144055653,False,-0.02370994567871132,-0.03169806671142572
9,265605,266067,1.9042482547760011,22.131318079601876,False,1.913072957992554,25.75012955168555,1.8884060611724853,30.339239818492374,1.845840922991435,23.413097532758208,False,0.008824703216552932,-0.042565138181050344
10,272286,272706,1.9026736545562744,14.010180392178428,False,1.8878792190551759,24.317105616516123,1.9328342418670656,30.41503999510121,1.9232091636657715,34.65930604922604,False,-0.01479443550109849,-0.009625078201294102
11,292608,292769,1.9061588821411135,20.72405891335383,False,1.8759146060943601,23.413105670379668,1.8698362636566161,27.331336197036833,1.7710396614074708,26.46517353760407,False,-0.030244276046753393,-0.09879660224914533
12,315162,315655,1.832738170623779,15.299937363543945,False,1.920507692337036,29.07434699210429,1.897131469726562,30.525050832646443,1.9258152408599858,14.774886956562202,False,0.08776952171325703,0.028683771133423797
13,319097,319279,2.0326738681793217,21.09055913761697,False,1.9961278762817383,27.904558832055603,1.8667176361083981,25.710659307701793,1.879234848022461,30.395611886281767,False,-0.03654599189758345,0.012517211914062853
14,381463,382134,1.198172035602608,2736.6411108266348,False,1.928883251190186,12.792571933076996,1.9763906249999998,10.050916975538732,1.8436089992523197,12.581673823454302,False,0.7307112155875781,-0.13278162574768015
15,394626,394818,1.9831401443481442,17.058197852883662,False,2.007833770751953,30.187162540593548,1.9390415992736814,38.63584841880689,2.0132510929107665,5.695845391704709,False,0.0246936264038089,0.07420949363708518
16,394822,395378,1.9388383178710935,38.13078715143579,False,2.01534658241272,5.134022813720691,1.9878653182983401,24.6962607730188,1.9828576545715333,20.40123964053822,False,0.0765082645416264,-0.0050076637268068325
17,400152,400398,1.8771354560852052,29.906099385196214,False,1.908609441757202,37.23678811149321,1.9212572441101075,5.333706033718616,1.762118844311647,184.8407554226564,False,0.031473985671996774,-0.15913839979846056
18,465943,466603,1.9328481941223146,34.63881327164322,False,1.9855245819091794,24.032185902774522,1.8332715167999267,30.704790534438146,2.0073085322524564,122.69665682132543,False,0.05267638778686479,0.1740370154525297
19,485121,485590,1.788080997467041,26.412892272662283,False,1.8843600749969485,36.21466894097077,1.9003589382171628,20.097142602488997,1.8704191665649414,21.380147678065864,False,0.09627907752990739,-0.029939771652221392
20,528380,528660,1.887947751998901,38.08767452966628,False,1.9108174171447754,42.80863023514883,1.9932905921936037,3.386184131210652,1.729280119827113,14.755963484709705,False,0.022869665145874407,-0.26401047236649067
21,551738,551937,1.8596407737731928,39.30964333053004,False,1.8991566658020016,20.325933493274825,1.9284733543395993,18.755212684740822,1.881021186828613,17.323471183176476,False,0.039515892028808786,-0.04745216751098624
22,574241,575003,1.7695384101867675,8.174275240346144,False,1.8747814521789556,17.70483097554411,1.9712502784729005,27.271260016370203,1.9391695652008056,25.94814122248468,False,0.10524304199218815,-0.03208071327209483
23,578572,579020,1.9020896739959716,13.91197233695266,False,1.8981876544952392,13.0924823634502,1.9103959369659425,24.842100655625355,2.0292541330510923,489.50351537794097,False,-0.0039020195007324343,0.1188581960851498
