bout_idx,start_frame,end_frame,n_frames,duration_ms,mean_speed_mm_s,max_speed_mm_s,dominant_z_freq_hz,dominant_z_period_ms,gait_freq_hz,z_oscillation_std_um,z_oscillation_range_um,total_distance_mm
1,22271,23249,979,1223.75,22.161661260583863,56.14243493930431,6.25,160.0,10.266386521788816,72.23655978858525,348.408855440741,27.099550094518772
2,46485,47735,1251,1563.75,10.282532432075053,49.57240480174743,6.25,160.0,7.7509602885699564,32.805994348800866,231.94352532745177,16.06066400800234
3,50194,50952,759,948.75,22.898362957995754,60.825997900277464,6.25,160.0,10.438434056671985,64.6699169124841,411.36426311215945,21.684301266560674
4,79320,80349,1030,1287.5,18.529459950541412,55.49792861875529,6.25,160.0,11.814612750420116,57.655653960210806,289.919920544653,23.845703303930794
5,93233,94967,1735,2168.75,12.695609493623742,59.020890767181946,6.25,160.0,6.4247128152808815,59.52321306352136,398.0307707148354,27.501051758833906
6,107609,110063,2455,3068.75,9.562348691415595,54.837461587198646,6.25,160.0,8.467925860134855,47.4375999324146,393.923769560903,29.333661623188004
7,120683,121355,673,841.25,19.549543002880934,66.66136661741695,9.375,106.66666666666667,10.543164057640915,48.15110507982991,210.2244236585178,16.425603318627154
8,130277,132263,1987,2483.75,10.518571547018643,52.500186143556625,6.25,160.0,5.556997154183935,41.008286858923356,239.44681923401222,26.112394905752005
9,137577,138572,996,1245.0,18.642073598308947,54.20525630302142,6.25,160.0,9.40485511266647,37.51347586946976,191.4098146557448,23.191254606239475
10,144488,145503,1016,1270.0,17.881025899031012,54.913486502961604,6.25,160.0,9.301276818199444,52.24080327636785,300.7815170273875,22.690881867609946
11,148355,150115,1761,2201.25,10.433462467775634,38.0502314722203,6.25,160.0,8.673426923055791,60.65919036280741,441.4558226135452,22.949849212700098
12,162274,164000,1727,2158.75,13.26496265068414,62.97091489536755,6.25,160.0,7.389605764406009,62.714059604967595,366.2943749055609,28.62461865293206
13,168466,169742,1277,1596.25,15.352656176707361,58.322154813342685,6.25,160.0,8.766798502078759,67.33559665901512,337.29401111985146,24.49152796791344
14,178526,179316,791,988.75,17.152230089665466,43.98866600750548,6.25,160.0,8.946236598929763,105.7336229180067,527.042333449503,16.93776026717203
15,189747,191461,1715,2143.75,12.69487707920301,37.25669121219753,6.25,160.0,8.827201352617822,53.590111216560445,306.8065924669343,27.193508494495855
16,199908,201034,1127,1408.75,14.587877035965734,41.16521620451546,6.25,160.0,9.907804221207911,78.53153841626768,349.87456382556223,20.532639830466707
17,205577,206546,970,1212.5,11.495764374375128,35.5620162544205,6.25,160.0,7.401536224383208,56.34166066720512,242.40138704204074,13.91554566247151
18,213453,214982,1530,1912.5,12.306637447404265,37.73262276539925,6.25,160.0,7.262087821521793,57.97206400555944,322.39457539135594,23.529620830246756
19,242365,243623,1259,1573.75,15.379826737259348,53.97701993876902,6.25,160.0,8.864061950994744,43.46351894309641,231.26150722607574,24.188977249783605
20,248357,249411,1055,1318.75,20.234137025970302,56.69876201027249,6.25,160.0,11.445227225051298,82.83654675172465,427.2842084621047,26.66754249931994
21,272716,273857,1142,1427.5,19.22143612173492,68.61069154796314,6.25,160.0,12.457672368628534,79.52912702123395,453.7847441257363,27.416151146563617
22,286443,287470,1028,1285.0,15.788914471321073,49.60255044854507,6.25,160.0,9.326451137372967,39.426744865753776,202.03083513244047,20.27051953549573
23,319067,320016,950,1187.5,12.43435999937948,54.83037714417559,6.25,160.0,9.22353979735906,26.57479993380098,131.5658329133027,14.759344939665063
24,343104,345831,2728,3410.0,7.479765530677195,39.34571723719896,6.25,160.0,4.966763212174835,36.12985382803592,292.42001171243004,25.498254418712296
25,356348,357478,1131,1413.75,15.469323381436553,42.66920996731364,6.25,160.0,9.854378971590206,48.644474371741715,213.58603646765962,21.861682011501976
26,364029,365064,1036,1295.0,18.059942052979512,50.83675577954633,6.25,160.0,10.103811152372716,71.20691688986693,334.0623546132002,23.37872568694712
27,380767,382481,1715,2143.75,14.395704929236375,57.81849951801568,6.25,160.0,7.931868802155206,72.35795457652523,393.1110849881698,30.843743525859445
28,393578,395181,1604,2005.0,13.112627726615225,47.33333643967002,6.25,160.0,8.445125672523284,76.28644096591823,383.50140605399474,26.279196173950012
29,401755,402874,1120,1400.0,17.93882193119366,44.63043043786244,6.25,160.0,10.02218663765126,84.41340437253386,403.44141275620206,25.099158861933795
30,414580,416550,1971,2463.75,11.709027372427698,40.936338144525116,6.25,160.0,9.354484078307326,65.37129592841045,385.9476538844082,28.83253435400793
31,422907,423883,977,1221.25,18.018460225269056,52.8062679781532,6.25,160.0,10.61367624409198,67.46081926096944,375.07064899980105,21.98057794305467
32,433648,434688,1041,1301.25,17.519770900005042,46.462641945849114,6.25,160.0,10.74282952944072,94.64329073684898,443.4562923226684,22.776509279029888
33,449971,451836,1866,2332.5,10.73278345845303,39.4509593834314,6.25,160.0,5.956942571834156,70.46467510507667,377.6830342961632,25.027889804255885
34,457367,459066,1700,2125.0,12.343846281027634,38.588961452171354,6.25,160.0,7.045095125445635,77.43341228594257,328.99942772510315,26.20898430667087
35,480814,482046,1233,1541.25,16.800966819630037,63.54438824969585,6.25,160.0,8.498383786035417,77.53757560258899,378.887542664434,25.877560450095885
36,488277,489020,744,930.0,23.4574619302836,50.4049788193593,6.25,160.0,12.131111264158916,61.19235679645254,272.6797433545078,21.798421555813242
37,523562,525047,1486,1857.5,12.227272497894331,35.113573517245186,6.25,160.0,7.515653295672675,59.33336645753023,309.66267004204485,22.70121902028459
38,534761,536514,1754,2192.5,11.1182080404807,46.417305126302075,6.25,160.0,7.7171663528024546,42.56438483219091,235.83795499987724,24.36291804871134
39,542443,543794,1352,1690.0,13.23202261342777,52.06290434174269,6.25,160.0,7.657771820773137,55.97942303561503,288.84701316567265,22.348829310645037
40,550869,552427,1559,1948.75,14.340740146266482,93.37388207087064,6.25,160.0,7.82209618005648,56.74473995867472,351.8482669962526,27.934398276201815
41,559801,560844,1044,1305.0,11.324702380848777,28.679962132225604,6.25,160.0,7.625247054151969,63.55243509409875,307.5902817766445,14.77729368194598
42,568466,569528,1063,1328.75,17.488381905939004,50.24255473712932,6.25,160.0,11.361386715135767,75.96149021148898,419.6434661046473,23.21866973363753
43,580490,582454,1965,2456.25,11.566651357024073,47.38261195672675,6.25,160.0,7.267394736747731,50.19780820691029,296.39361198741733,28.400404953159892
44,589696,590355,660,825.0,17.16829811458455,40.118405334122244,6.25,160.0,10.592947513828255,44.41330512292035,192.6863686025122,14.15892682501546
45,615761,617716,1956,2445.0,11.50929007600445,39.58644176826866,6.25,160.0,7.342463012019536,55.3497910519214,279.6683171275982,28.135853420670177
46,632481,633938,1458,1822.5,11.049070754262813,31.931306646262797,6.25,160.0,9.193570786988598,45.672940081592316,210.16864688234205,20.114359184934376
47,662470,665881,3412,4265.0,5.539169726234686,45.08951944012162,6.25,160.0,5.3989744201404095,53.20973436478661,520.733038836275,23.608687418546943
48,666853,667978,1126,1407.5,9.766704607444776,32.823077818592466,6.25,160.0,7.715888315643315,34.71109687896013,169.24836134073118,13.741890498988337
49,678006,679267,1262,1577.5,13.303904812023035,42.790932261927054,6.25,160.0,8.529084003322255,56.63079352097689,351.78487757051124,20.965064880616698
50,687431,688785,1355,1693.75,14.214447978977809,39.138016689976695,6.25,160.0,9.376641970786254,68.05202693592032,436.9980625072949,24.06483223928
